run,pixel,Bias Voltage,Proton,Proton Energy,Cd109,Sn113,Date Time [UTC],trap rise,trap length,trap decay,ecap,chi2_e,xray,chi2_x,CE,Xray,CE hist,Xray hist
1407,105,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[41.21029177427781, 94.16895222598805, 5.668980176636623, 17.614486946128324, -69.49471160239304, 0.9146238457784412, 87.97052777536513], [60.5602411578003, 132.37967675362097, 6.32506269198159, 3.9350661885906626, 29.520367714712783, -0.18105386679937413, -31.307966007893178]]","[45.08668119131795, 29.662130674798835]","[ 5.76090855e+03  0.00000000e+00  6.01170485e+00  1.44056957e+02
  3.68020173e+01  4.03733152e+00 -1.64389379e+04  1.62607557e+04
  1.23993859e+01 -1.61560132e-01]",8174.020604269684,"[1, 2]",3,"[[24, 14, 9, 16, 18, 20, 22, 27, 35, 25, 32, 40, 38, 34, 34, 54, 48, 50, 45, 63, 61, 53, 62, 33, 28, 22, 21, 13, 8, 7, 11, 10, 17, 11], [15, 17, 20, 18, 30, 18, 29, 38, 42, 56, 78, 79, 65, 57, 69, 65, 58, 57, 40, 34, 32, 17, 12, 10, 6, 3, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0]]","[2872 2725 1930 1056  487  246  109   63   57   57   56   26   24   21
   23   25   24   15   17   24   24   22   24   35   43   48   66   79
   99  125  180  179  209  191  196  201  150  130   99   76   56   50
   32   26   18   36   35   26   18   15   25   28   20   23   20]"
1407,106,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[61.4947624069156, 94.51760342396896, 4.753396117820346, 22.538159601380684, -121.18114219749906, 1.581987419231688, 154.40730203046166], [80.25730110165348, 132.0124741354775, 6.983220620970467, -6.852634707795879, 78.2915372232998, -0.5052340464882139, -69.79975167682936]]","[48.549572910811094, 67.06257493364078]","[ 9.76588074e+03  0.00000000e+00  5.61273426e+00  1.70574133e+02
  3.63535332e+01  3.70499233e+00 -2.90837027e+04  2.88337592e+04
  1.69771867e+01 -2.23993896e-01]",9658.058232391328,"[1, 2]",3,"[[27, 25, 18, 28, 17, 28, 34, 24, 36, 34, 45, 36, 58, 55, 59, 51, 72, 72, 66, 86, 81, 91, 57, 46, 42, 23, 21, 24, 18, 11, 8, 11, 6, 7], [20, 16, 23, 23, 37, 30, 50, 37, 53, 72, 82, 91, 73, 71, 98, 57, 90, 55, 43, 26, 24, 18, 12, 6, 3, 2, 2, 1, 2, 1, 2, 0, 0, 1, 2, 2, 0, 1, 5]]","[4658 3996 2582 1414  657  234   98   63   58   38   13   22   21   22
   17   24   20   31   21   25   28   20   24   34   44   66   63   95
  143  157  202  219  249  253  209  193  152  129  101   84   51   47
   40   34   21   15   16   28   15   15   19   14   14   13   18]"
1407,107,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[48.129080400468084, 93.92526925324441, 5.574731691004643, 32.05763537839119, -141.82448868093653, 1.7410764014960363, 163.47712147983384], [80.56936114827572, 131.39254574006267, 6.369281956764344, 2.5489178194811806, 26.93217036305912, -0.1109758984565547, -19.32882599543327]]","[24.328604068287227, 38.5190948197202]","[ 4.57449841e+03  0.00000000e+00  6.04098779e+00  1.83217292e+02
  3.61476636e+01  4.42152850e+00 -1.35799676e+04  1.34009687e+04
  1.26682958e+01 -1.65220601e-01]",5320.797983304878,"[1, 2]",3,"[[17, 22, 26, 24, 30, 30, 33, 40, 36, 43, 40, 49, 59, 54, 53, 61, 77, 74, 83, 70, 86, 67, 57, 62, 46, 28, 19, 25, 15, 15, 9, 14, 7, 14], [24, 21, 21, 42, 38, 34, 53, 65, 79, 69, 73, 113, 91, 90, 83, 76, 65, 57, 34, 27, 29, 20, 14, 8, 4, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]]","[2269 2143 1555  816  413  164   64   61   50   33   35   23   14   11
   11   22   21   28   34   30   33   30   38   35   56   56  104  126
  155  194  219  236  247  252  254  211  157  148  113   76   63   48
   51   42   35   31   24   29   23   23   25   28   16   25   28]"
1407,113,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[33.606802656238315, 93.36627427312993, 7.278990087269798, 8.992726145242568, 10.406725651627207, -0.06348135510070396, -12.318533044481498], [40.838697920985986, 131.6165001715139, 6.531962721423446, 1.2057012824011366, 7.128925360719713, -0.00048686465712746, -0.9251048794244034]]","[28.670770973152614, 17.861039651890508]","[ 3.24713544e+03  0.00000000e+00  5.89737966e+00  1.14386375e+02
  3.66943214e+01  4.41766491e+00 -1.20358709e+04  1.19592066e+04
  5.85683831e+00 -7.83138939e-02]",2184.1895055724926,"[1, 2]",3,"[[17, 7, 17, 19, 17, 11, 16, 14, 19, 21, 32, 22, 20, 35, 31, 32, 45, 42, 53, 40, 30, 36, 24, 38, 29, 24, 12, 8, 6, 10, 2, 6, 2, 10], [15, 12, 13, 18, 17, 26, 23, 28, 42, 30, 50, 43, 48, 41, 49, 42, 44, 24, 18, 19, 11, 11, 5, 3, 3, 2, 1, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[1625 1461 1073  574  257  123   57   38   59   51   32   27   11   12
   20   13   16   14   13   19   23   17   14   20   23   39   42   63
   80   93  130  152  142  132  162  130  111   93   76   52   37   37
   18   19   19   14   17    8   15   13   12   16    8   18    5]"
1407,114,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[43.73510385134276, 91.64511578839492, 6.830145344221817, 12.54535555172273, -32.91252712503115, 0.44415011968760887, 42.01154428935726], [53.22300296797432, 130.047889172072, 6.086544206682595, 3.3665179866321058, 9.222849446854234, -0.02493856946810584, -6.655186432835307]]","[16.322312970358993, 21.285448429345642]","[ 7.55451043e+03  0.00000000e+00  5.59971228e+00  1.16775185e+02
  3.58561174e+01  4.00636419e+00 -1.30592901e+04  1.28553507e+04
  1.36252591e+01 -1.77940950e-01]",8676.02205642596,"[1, 2]",3,"[[14, 21, 12, 12, 19, 13, 22, 23, 30, 30, 38, 38, 37, 45, 58, 49, 56, 62, 51, 53, 38, 36, 35, 28, 24, 20, 13, 10, 9, 9, 14, 5, 5, 7], [18, 24, 15, 22, 25, 38, 44, 54, 56, 67, 49, 63, 61, 61, 55, 28, 31, 26, 23, 12, 10, 8, 2, 3, 2, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]]","[3530 3159 1997 1043  428  178   68   59   44   17   25   11   11   13
   11    9   19   16   18   15   25   22   21   32   34   52   64   79
  114  147  165  160  161  186  155  130  117   99   79   56   32   32
   28   25   17   13   19   16   15    9   19   10   17   15   27]"
1407,115,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[40.05467083124548, 93.42588856801311, 4.925889066319192, 23.766186326005464, -109.1426079718544, 1.3509334447080068, 132.06892096462275], [60.87062692760605, 132.1098071227597, 5.414671125829629, 6.643921632915116, 3.498495411832998, 0.03948285190903756, -0.006227920734159876]]","[26.90760916607903, 16.60395822439814]","[ 5.77641541e+03  0.00000000e+00  6.18495628e+00  1.49925850e+02
  3.63069283e+01  3.70275867e+00 -3.05417738e+04  3.03376917e+04
  1.38610183e+01 -1.81434167e-01]",10948.700206589941,"[1, 2]",3,"[[11, 17, 16, 32, 19, 28, 25, 28, 33, 32, 35, 29, 37, 38, 52, 45, 64, 62, 67, 63, 48, 44, 48, 42, 34, 26, 21, 20, 12, 9, 11, 13, 10, 11], [11, 17, 22, 23, 29, 27, 29, 41, 55, 53, 58, 71, 78, 70, 72, 70, 46, 46, 34, 29, 15, 17, 7, 3, 5, 3, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 2, 0]]","[2909 2874 2102 1133  585  257  119   81   60   77   56   23   15   18
   13   21   19   22   20   27   22   19   23   44   29   65   68   84
  117  134  176  187  228  208  190  161  137  116   75   64   41   32
   22   33   24   28   21   18   12   21   19   13   16   20   25]"
1407,116,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[2.3619557295159015, -0.018640183760629, 1.0], [0.2976382641888738, -0.001214574445546599, 1.0]]","[0.6654082160723527, 0.12088019193282357]","[ 7.23938452e+03  0.00000000e+00  5.32242288e+00 -7.56503417e+05
  7.56469381e+05  2.13798261e+00 -2.80998751e-02]",560.1674365989984,"[0, 0]",0,"[[1, 0, 1, 1, 4, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]","[2408 1705 1011  509  205   90   38   26   16   18   16    4   11    8
    4    3   10   11    6    1    1    4    2    2    3    2    5    3
    3    4    3    2    5    6    1    2    0    2    0    0    0    1
    3    4    0    5    1    1    0    1    1    1    3    2]"
1407,121,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[19.429513011202896, 92.74500105043798, 6.754996119741193, 13.302219291671769, 4.630632712602855, -0.048280268738659454, -12.453752199985471], [40.26389771776859, 130.8527879449294, 5.9057846581483275, 2.797087702833771, 14.523846296119798, -0.07979165470927346, -14.177991914809153]]","[13.361454277257463, 14.84553277363053]","[ 3.33608204e+03  0.00000000e+00  5.53966665e+00  1.00313792e+02
  3.61998122e+01  4.66594150e+00 -8.87807254e+03  8.80525018e+03
  5.39140027e+00 -7.14405082e-02]",1453.7542386228847,"[1, 2]",3,"[[16, 13, 10, 16, 10, 21, 18, 14, 12, 22, 21, 22, 29, 22, 22, 30, 36, 31, 35, 32, 30, 26, 23, 22, 13, 15, 13, 3, 7, 8, 4, 4, 3, 11], [18, 11, 10, 10, 21, 27, 31, 30, 35, 43, 46, 46, 57, 37, 43, 32, 26, 30, 14, 11, 10, 5, 4, 3, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 3, 0]]","[1560 1376  845  459  207   83   31   26   19   20   20   19   18   13
    9   13   13   10   13   18   21   15   22   17   28   27   41   57
  107   98  124  121  128  122  127  126  102   79   49   36   39   22
   17   23    9    9   12   14   11   13    5    9   12   12   18]"
1407,122,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[35.69116583334986, 90.82848748499175, 9.32848066569796, 4.241372477219004, 79.06726805643704, -0.9400800495231467, -99.3306470429985], [45.17747766718421, 129.84961000450784, 9.34960946593759, -10.76162579960163, 53.073241344592496, -0.3853641852920663, -48.62636976826926]]","[15.151778467586281, 12.35193895927528]","[ 4.27589505e+03  0.00000000e+00  5.97213671e+00  1.04255194e+02
  3.57874587e+01  4.06621168e+00 -1.56736579e+04  1.55115635e+04
  1.10795350e+01 -1.46139671e-01]",4697.735588268913,"[1, 2]",3,"[[16, 19, 11, 14, 21, 14, 20, 21, 23, 29, 24, 37, 35, 39, 39, 37, 34, 33, 48, 35, 36, 30, 22, 23, 16, 13, 10, 6, 12, 5, 8, 5, 7, 9], [14, 15, 19, 25, 24, 33, 33, 34, 36, 48, 35, 42, 49, 35, 36, 37, 31, 22, 13, 9, 6, 5, 2, 3, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]]","[2089 1983 1405  728  359  132   52   35   28   25   30   12   19    8
   12    9   13   20   31   22   13   27   23   25   42   39   54   73
  107  132  138  146  150  154  125  127  103   80   66   44   33   33
   18   15   13   18   12   12   10   18   16    8   10   14   13]"
1407,123,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[22.358988375466662, 91.53862660713939, 7.961374078009604, 16.731164759166692, -27.694388064718453, 0.34221170784107807, 27.207011585540567], [37.58702986461085, 130.04407010123063, 7.544067234533592, 1.5351904053537733, 6.905926304150071, -0.031134519260201547, -5.93995357053704]]","[34.89746694672604, 11.108214276891816]","[ 4.34807581e+03  0.00000000e+00  5.39258988e+00  1.40404773e+02
  3.64632653e+01  5.91629285e+00 -2.16960818e+04  2.17847306e+04
 -4.35675052e+00  5.43734376e-02]",430.3264668053551,"[1, 2]",3,"[[14, 23, 12, 13, 21, 20, 22, 20, 29, 31, 21, 40, 44, 22, 32, 40, 37, 40, 48, 31, 34, 38, 23, 25, 25, 9, 16, 17, 12, 6, 6, 9, 8, 11], [13, 16, 18, 22, 29, 30, 35, 28, 43, 44, 47, 43, 44, 38, 46, 38, 22, 20, 17, 17, 12, 8, 2, 8, 2, 1, 1, 1, 2, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]]","[1567 1138  721  385  186  110  121   82   88   68   39   18   16   17
   22   16    9   11   21   15   25   37   20   28   48   65   78   91
  131  111  154  151  161  139  159  120   93   78   53   34   25   18
   17   11   18   16   13   14    9   19   11   12   22   18]"
1407,124,-300,False,0,True,False,2022-02-04 19:16,1250,50,1250,"[[41.20817443004167, 92.04091881777828, 6.442518500739625, 7.12831966817901, -52.12822514044635, 0.7450753149885048, 78.92823112765792], [48.347347873046026, 131.88313846148293, 7.17323404819122, -0.5955581943659773, 24.303324712759004, -0.12498970911115082, -18.182359692582608]]","[27.97511060844981, 25.64276066623621]","[ 1.57028108e+03  0.00000000e+00  5.12242778e+00  1.33073867e+02
  3.66121640e+01  5.93750687e+00 -1.01805248e+04  1.02385480e+04
 -2.40147755e+00  3.00147016e-02]",150.00135578714105,"[1, 2]",3,"[[11, 11, 10, 17, 20, 16, 23, 19, 23, 29, 29, 34, 24, 37, 44, 48, 59, 41, 44, 32, 44, 36, 23, 31, 27, 18, 19, 1, 10, 8, 7, 9, 7, 6], [17, 13, 15, 24, 22, 29, 24, 35, 36, 41, 63, 58, 51, 49, 57, 33, 49, 43, 38, 24, 13, 14, 8, 8, 3, 4, 4, 1, 2, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0]]","[527 384 237 121  66  46  48  47  66  53  26  24   8  17  12   9  16  29
  25  19  14  23  25  40  49  60  94  97 109 114 137 176 161 154 143 122
  97  77  70  57  30  30  25  20  27  18  21  14  28  15  15  14  14  19]"
